node,transistor,corner,voltage_offset_V,vdd_V,temperature_C,rows,cols,wd,toggle_rate,n_toggle_cols,pex,wr_same_energy_pJ,wr_toggle_energy_pJ,rd_1to1_energy_pJ,rd_1to0_energy_pJ,wr1_init_energy_pJ,wr0_fill_energy_pJ,leak_power_mW,rd_delay_ns,rd_bl_dev_ns,rd_sense_ns,wr_delay_ns,wr_bl_ns,wr_cell_ns,width_um,height_um,total_area_um2,flow_run_id,decoder_area_um2,macro_area_um2
10nm,hp,TT,-0.1,0.7,25,256,32,32,1.0,32,1,1.067,1.757,1.047,1.15,1.067,1.142,0.005102,0.3869,0.08262,-2.613,0.2627,0.2522,0.01051,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.7_t25_20260718_052110,1897.0214,3559.5637
10nm,hp,TT,-0.1,0.7,55,256,32,32,1.0,32,1,1.203,1.919,1.182,1.324,1.203,1.303,0.02048,0.3735,0.0825,-2.626,0.2646,0.2542,0.01033,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.7_t55_20260718_085507,1897.0214,3559.5637
10nm,hp,TT,-0.1,0.7,85,256,32,32,1.0,32,1,1.648,2.425,1.621,1.835,1.649,1.801,0.06999,0.3571,0.08434,-2.643,0.2637,0.2534,0.01021,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.7_t85_20260718_055553,1897.0214,3559.5637
10nm,hp,TT,0.05,0.85,25,256,32,32,1.0,32,1,1.576,2.654,1.552,1.802,1.577,1.73,0.007916,0.3116,0.06998,-2.688,0.2596,0.2504,0.00916,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.85_t25_20260718_053748,1897.0214,3559.5637
10nm,hp,TT,0.05,0.85,85,256,32,32,1.0,32,1,2.382,3.602,2.354,2.795,2.383,2.657,0.09766,0.2998,0.07231,-2.7,0.2603,0.2514,0.00891,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.85_t85_20260718_061907,1897.0214,3559.5637
10nm,hp,TT,0,0.8,25,256,32,32,1.0,32,1,1.395,2.329,1.372,1.561,1.395,1.516,0.006849,0.3304,0.0733,-2.67,0.2611,0.2516,0.009531,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.8_t25_20260718_041315,1897.0214,3559.5637
10nm,hp,TT,0,0.8,55,256,32,32,1.0,32,1,1.565,2.542,1.542,1.791,1.566,1.723,0.02616,0.3235,0.07353,-2.677,0.2623,0.2529,0.009391,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.8_t55_20260718_090239,1897.0214,3559.5637
10nm,hp,TT,0,0.8,85,256,32,32,1.0,32,1,2.121,3.176,2.091,2.442,2.121,2.348,0.08776,0.3141,0.07553,-2.686,0.2633,0.2541,0.009266,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.8_t85_20260718_061246,1897.0214,3559.5637
10nm,hp,TT,0.15,0.95,25,256,32,32,1.0,32,1,1.975,3.388,1.953,2.368,1.976,2.211,0.01053,0.2852,0.06495,-2.715,0.2584,0.2498,0.008597,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.95_t25_20260718_094635,1897.0214,3559.5637
10nm,hp,TT,0.15,0.95,85,256,32,32,1.0,32,1,2.96,4.56,2.946,3.621,2.959,3.354,0.1202,0.2794,0.06749,-2.721,0.2606,0.2522,0.008336,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.95_t85_20260718_095354,1897.0214,3559.5637
10nm,hp,TT,0.1,0.9,25,256,32,32,1.0,32,1,1.769,3.007,1.745,2.07,1.771,1.96,0.009135,0.2968,0.06724,-2.703,0.2597,0.2508,0.008861,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.9_t25_20260718_054430,1897.0214,3559.5637
10nm,hp,TT,0.1,0.9,55,256,32,32,1.0,32,1,1.981,3.278,1.96,2.373,1.981,2.221,0.03299,0.2938,0.06771,-2.706,0.2597,0.251,0.00872,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.9_t55_20260718_091148,1897.0214,3559.5637
10nm,hp,TT,0.1,0.9,85,256,32,32,1.0,32,1,2.66,4.062,2.637,3.186,2.66,2.991,0.1083,0.2885,0.06973,-2.712,0.2602,0.2516,0.008608,11.648,142.732,1662.5423,array_X32_256x32_tr1_v0.9_t85_20260718_062935,1897.0214,3559.5637
10nm,hp,TT,0,0.8,25,512,4,64,1.0,4,1,0.3401,0.5621,0.3195,0.3556,0.3471,0.3603,0.001709,0.47,0.1338,-2.53,0.8575,0.8478,0.009697,1.456,284.284,413.9175,array_X64_512x4_tr1_v0.8_t25_20260718_042157,,
10nm,hp,TT,0,0.8,25,512,8,64,1.0,8,1,0.6819,1.125,0.6406,0.7128,0.6961,0.7225,0.003418,0.4701,0.1337,-2.53,0.8562,0.8465,0.009706,2.912,284.284,827.835,array_X64_512x8_tr1_v0.8_t25_20260718_043051,,
10nm,hp,TT,-0.1,0.7,25,512,16,64,1.0,16,1,1.031,1.705,0.9608,1.046,1.032,1.093,0.005092,0.5676,0.1496,-2.432,0.8617,0.851,0.0107,5.824,284.284,1655.67,array_X64_512x16_tr1_v0.7_t25_20260718_074730,7398.144,9053.814
10nm,hp,TT,-0.1,0.7,85,512,16,64,1.0,16,1,1.59,2.36,1.51,1.713,1.59,1.741,0.06979,0.5099,0.1612,-2.49,0.8535,0.8431,0.01041,5.824,284.284,1655.67,array_X64_512x16_tr1_v0.7_t85_20260718_082408,7398.144,9053.814
10nm,hp,TT,0,0.8,25,512,16,64,1.0,16,1,1.351,2.266,1.268,1.441,1.352,1.462,0.006836,0.4727,0.1384,-2.527,0.8573,0.8476,0.009712,5.824,284.284,1655.67,array_X64_512x16_tr1_v0.8_t25_20260718_044042,7398.144,9053.814
10nm,hp,TT,0,0.8,85,512,16,64,1.0,16,1,2.047,3.101,1.953,2.299,2.048,2.283,0.08751,0.44,0.1485,-2.56,0.8503,0.8409,0.009423,5.824,284.284,1655.67,array_X64_512x16_tr1_v0.8_t85_20260718_081159,7398.144,9053.814
10nm,hp,TT,0.1,0.9,25,512,16,64,1.0,16,1,1.715,2.94,1.62,1.936,1.717,1.906,0.009118,0.4168,0.1302,-2.583,0.855,0.846,0.009009,5.824,284.284,1655.67,array_X64_512x16_tr1_v0.9_t25_20260718_075917,7398.144,9053.814
10nm,hp,TT,0.1,0.9,85,512,16,64,1.0,16,1,2.569,3.981,2.464,3.02,2.569,2.925,0.108,0.3995,0.1398,-2.601,0.8502,0.8415,0.008743,5.824,284.284,1655.67,array_X64_512x16_tr1_v0.9_t85_20260718_083612,7398.144,9053.814
16nm,hp,TT,-0.1,0.75,25,8,4,4,1.0,4,1,0.01079,0.03385,0.01083,0.01757,0.02079,0.01759,2.438e-05,0.08554,0.009487,-2.914,0.1484,0.1207,0.02769,1.977,9.581,18.9416,array_X4_8x4_tr1_v0.75_t25_20260718_065048,14.8055,33.7471
16nm,hp,TT,-0.1,0.75,85,8,4,4,1.0,4,1,0.01486,0.03769,0.0148,0.02134,0.02674,0.02108,0.0003473,0.07995,0.008327,-2.92,0.1486,0.1229,0.02566,1.977,9.581,18.9416,array_X4_8x4_tr1_v0.75_t85_20260718_065129,14.8055,33.7471
16nm,hp,TT,0,0.85,25,8,4,4,1.0,4,1,0.01388,0.04459,0.01396,0.02325,0.02766,0.02325,2.987e-05,0.07585,0.008517,-2.924,0.138,0.1132,0.02484,1.977,9.581,18.9416,array_X4_8x4_tr1_v0.85_t25_20260718_022258,14.8055,33.7471
16nm,hp,TT,0,0.85,85,8,4,4,1.0,4,1,0.01922,0.04937,0.0191,0.02832,0.03483,0.02779,0.0004361,0.07233,0.007541,-2.928,0.1389,0.1163,0.02252,1.977,9.581,18.9416,array_X4_8x4_tr1_v0.85_t85_20260718_065115,14.8055,33.7471
16nm,hp,TT,0.1,0.95,25,8,4,4,1.0,4,1,0.01745,0.05704,0.01757,0.03007,0.03543,0.02998,4.22e-05,0.06961,0.007802,-2.93,0.1309,0.1084,0.02253,1.977,9.581,18.9416,array_X4_8x4_tr1_v0.95_t25_20260718_065100,14.8055,33.7471
16nm,hp,TT,0.1,0.95,85,8,4,4,1.0,4,1,0.02443,0.06306,0.0243,0.03688,0.04419,0.03586,0.0005485,0.06725,0.006956,-2.933,0.1326,0.1125,0.0201,1.977,9.581,18.9416,array_X4_8x4_tr1_v0.95_t85_20260718_065142,14.8055,33.7471
16nm,hp,TT,0,0.85,25,8,8,4,1.0,8,1,0.02784,0.08932,0.02799,0.0466,0.05537,0.04661,5.928e-05,0.07593,0.008527,-2.924,0.1381,0.1132,0.0249,3.953,9.581,37.8737,array_X4_8x8_tr1_v0.85_t25_20260718_022349,14.8055,52.6792
16nm,hp,TT,0,0.85,25,8,16,4,1.0,16,1,0.05577,0.1788,0.05607,0.0933,0.1108,0.09332,0.0001185,0.07594,0.008528,-2.924,0.1381,0.1132,0.0249,7.905,9.581,75.7378,array_X4_8x16_tr1_v0.85_t25_20260718_022521,14.8055,90.5433
16nm,hp,TT,0,0.85,25,8,32,4,1.0,32,1,0.1116,0.3578,0.1122,0.1867,0.2217,0.1867,0.0002375,0.07594,0.008524,-2.924,0.1381,0.1132,0.02491,15.809,9.581,151.466,array_X4_8x32_tr1_v0.85_t25_20260718_022635,14.8055,166.2715
16nm,hp,TT,-0.1,0.75,25,8,64,4,1.0,64,1,0.1735,0.5433,0.1742,0.2822,0.3335,0.2825,0.0003821,0.08567,0.009504,-2.914,0.1485,0.1208,0.02773,31.617,9.581,302.9225,array_X4_8x64_tr1_v0.75_t25_20260718_065155,14.8055,317.728
16nm,hp,TT,-0.1,0.75,85,8,64,4,1.0,64,1,0.2386,0.6049,0.2377,0.3426,0.4288,0.3385,0.005578,0.08003,0.008334,-2.92,0.1487,0.1231,0.02566,31.617,9.581,302.9225,array_X4_8x64_tr1_v0.75_t85_20260718_065941,14.8055,317.728
16nm,hp,TT,0,0.85,25,8,64,4,1.0,64,1,0.2233,0.7157,0.2245,0.3735,0.4434,0.3736,0.0004788,0.07593,0.008524,-2.924,0.1382,0.1133,0.02484,31.617,9.581,302.9225,array_X4_8x64_tr1_v0.85_t25_20260718_022833,14.8055,317.728
16nm,hp,TT,0,0.85,85,8,64,4,1.0,64,1,0.3086,0.7925,0.3067,0.4547,0.5583,0.4463,0.00699,0.07241,0.007548,-2.928,0.139,0.1165,0.02245,31.617,9.581,302.9225,array_X4_8x64_tr1_v0.85_t85_20260718_065709,14.8055,317.728
16nm,hp,TT,0.1,0.95,25,8,64,4,1.0,64,1,0.2807,0.9158,0.2826,0.4831,0.5679,0.4816,0.0007079,0.06969,0.007807,-2.93,0.131,0.1086,0.02245,31.617,9.581,302.9225,array_X4_8x64_tr1_v0.95_t25_20260718_065423,14.8055,317.728
16nm,hp,TT,0.1,0.95,85,8,64,4,1.0,64,1,0.3921,1.012,0.3902,0.5921,0.7082,0.5758,0.008767,0.06733,0.006961,-2.933,0.1328,0.1127,0.0201,31.617,9.581,302.9225,array_X4_8x64_tr1_v0.95_t85_20260718_070208,14.8055,317.728
16nm,hp,TT,0,0.85,25,16,4,4,1.0,4,1,0.02077,0.05136,0.0208,0.03084,0.03253,0.03084,5.758e-05,0.09858,0.01208,-2.901,0.1792,0.1575,0.02173,1.977,14.701,29.0639,array_X4_16x4_tr1_v0.85_t25_20260718_023106,24.2611,53.325
16nm,hp,TT,0,0.85,25,16,8,4,0.5,4,1,0.04166,0.07222,0.04171,0.0618,0.06516,0.08235,0.0001156,0.09846,0.01207,-2.902,0.1787,0.1571,0.02164,3.953,14.701,58.1131,array_X4_16x8_tr0.5_v0.85_t25_20260718_064545,24.2611,82.3742
16nm,hp,TT,-0.1,0.75,25,16,8,4,1.0,8,1,0.0323,0.07801,0.03243,0.04662,0.04927,0.04667,8.946e-05,0.1111,0.01348,-2.889,0.192,0.1679,0.0241,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.75_t25_20260718_045849,24.2611,82.3742
16nm,hp,TT,-0.1,0.75,55,16,8,4,1.0,8,1,0.03553,0.08154,0.03571,0.04985,0.05441,0.04989,0.0003637,0.1074,0.01275,-2.893,0.1925,0.1693,0.02326,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.75_t55_20260718_085447,24.2611,82.3742
16nm,hp,TT,-0.1,0.75,85,16,8,4,1.0,8,1,0.04595,0.09013,0.04599,0.05827,0.06745,0.05818,0.001233,0.1035,0.01151,-2.897,0.193,0.1706,0.02234,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.75_t85_20260718_050110,24.2611,82.3742
16nm,hp,TT,-0.15,0.7,25,16,8,4,1.0,8,1,0.02811,0.06707,0.02817,0.04,0.04223,0.04006,7.601e-05,0.1202,0.01443,-2.88,0.2012,0.1757,0.02557,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.7_t25_20260718_093209,24.2611,82.3742
16nm,hp,TT,-0.15,0.7,85,16,8,4,1.0,8,1,0.04012,0.0778,0.04021,0.05011,0.05831,0.05011,0.001095,0.1104,0.01221,-2.89,0.201,0.177,0.02397,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.7_t85_20260718_093241,24.2611,82.3742
16nm,hp,TT,0,0.85,25,16,8,4,1.0,8,1,0.04166,0.1029,0.04171,0.0618,0.06516,0.06181,0.0001156,0.09846,0.01207,-2.902,0.1791,0.1575,0.02163,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.85_t25_20260718_023202,24.2611,82.3742
16nm,hp,TT,0,0.85,55,16,8,4,1.0,8,1,0.04572,0.1074,0.04595,0.06615,0.0716,0.066,0.0004595,0.09613,0.01147,-2.904,0.18,0.1593,0.0207,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.85_t55_20260718_085521,24.2611,82.3742
16nm,hp,TT,0,0.85,85,16,8,4,1.0,8,1,0.05889,0.1182,0.05903,0.07716,0.08795,0.0766,0.00154,0.09359,0.01042,-2.906,0.1815,0.1618,0.01978,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.85_t85_20260718_050219,24.2611,82.3742
16nm,hp,TT,-0.05,0.8,25,16,8,4,1.0,8,1,0.0368,0.08996,0.03688,0.05386,0.05694,0.05396,0.0001001,0.104,0.01271,-2.896,0.1846,0.1618,0.02277,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.8_t25_20260718_045923,24.2611,82.3742
16nm,hp,TT,-0.05,0.8,85,16,8,4,1.0,8,1,0.05217,0.1036,0.05226,0.06726,0.07736,0.06698,0.001384,0.09802,0.01091,-2.902,0.1863,0.1653,0.02094,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.8_t85_20260718_050147,24.2611,82.3742
16nm,hp,TT,0.1,0.95,25,16,8,4,1.0,8,1,0.0521,0.1318,0.05241,0.07994,0.0834,0.07977,0.000144,0.09039,0.01106,-2.91,0.1703,0.1506,0.01974,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.95_t25_20260718_050031,24.2611,82.3742
16nm,hp,TT,0.1,0.95,55,16,8,4,1.0,8,1,0.05732,0.1375,0.05791,0.08591,0.09139,0.08529,0.0005739,0.08882,0.01054,-2.911,0.1724,0.1536,0.01876,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.95_t55_20260718_085556,24.2611,82.3742
16nm,hp,TT,0.1,0.95,85,16,8,4,1.0,8,1,0.07428,0.1513,0.07474,0.1004,0.1118,0.0989,0.001941,0.08699,0.009627,-2.913,0.1738,0.156,0.01782,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.95_t85_20260718_050328,24.2611,82.3742
16nm,hp,TT,0.05,0.9,25,16,8,4,1.0,8,1,0.04677,0.1168,0.04685,0.07044,0.07396,0.07043,0.0001288,0.09402,0.01153,-2.906,0.1745,0.1538,0.02066,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.9_t25_20260718_045956,24.2611,82.3742
16nm,hp,TT,0.05,0.9,85,16,8,4,1.0,8,1,0.06621,0.134,0.06644,0.08805,0.09933,0.0871,0.001714,0.09,0.009997,-2.91,0.1774,0.1587,0.01876,3.953,14.701,58.1131,array_X4_16x8_tr1_v0.9_t85_20260718_050252,24.2611,82.3742
16nm,hp,TT,0.15,1,25,16,8,4,1.0,8,1,0.05805,0.1481,0.05846,0.09042,0.09342,0.09006,0.0001784,0.08739,0.01065,-2.913,0.1674,0.1484,0.01893,3.953,14.701,58.1131,array_X4_16x8_tr1_v1_t25_20260718_093311,24.2611,82.3742
16nm,hp,TT,0.15,1,85,16,8,4,1.0,8,1,0.09113,0.1786,0.09202,0.1225,0.1332,0.1202,0.003092,0.08441,0.009258,-2.916,0.1709,0.1539,0.01706,3.953,14.701,58.1131,array_X4_16x8_tr1_v1_t85_20260718_093345,24.2611,82.3742
16nm,hp,TT,0,0.85,25,16,16,4,1.0,16,1,0.08343,0.2061,0.08354,0.1238,0.1304,0.1238,0.0002316,0.09846,0.01207,-2.902,0.1791,0.1575,0.02164,7.905,14.701,116.2114,array_X4_16x16_tr1_v0.85_t25_20260718_023336,24.2611,140.4725
16nm,hp,TT,0,0.85,25,16,32,4,1.0,32,1,0.167,0.4123,0.1672,0.2477,0.261,0.2477,0.0004637,0.09856,0.01208,-2.901,0.1791,0.1575,0.02166,15.809,14.701,232.4081,array_X4_16x32_tr1_v0.85_t25_20260718_023520,24.2611,256.6692
16nm,hp,TT,0,0.85,25,16,64,4,1.0,64,1,0.3341,0.8249,0.3346,0.4955,0.5221,0.4956,0.0009276,0.09855,0.01208,-2.901,0.1792,0.1576,0.02161,31.617,14.701,464.8015,array_X4_16x64_tr1_v0.85_t25_20260718_023830,24.2611,489.0626
16nm,hp,TT,0,0.85,25,32,4,4,1.0,4,1,0.03441,0.06585,0.03445,0.04592,0.04423,0.04592,0.0001062,0.142,0.01916,-2.858,0.2639,0.2448,0.01914,1.977,24.941,49.3084,array_X4_32x4_tr1_v0.85_t25_20260718_024100,87.5889,136.8973
16nm,hp,TT,0,0.85,25,32,8,4,1.0,8,1,0.069,0.132,0.06909,0.09206,0.08863,0.09208,0.0002156,0.142,0.01916,-2.858,0.264,0.2449,0.01913,3.953,24.941,98.5918,array_X4_32x8_tr1_v0.85_t25_20260718_024345,87.5889,186.1807
16nm,hp,TT,0,0.85,25,32,16,4,1.0,16,1,0.1382,0.2643,0.1384,0.1844,0.1774,0.1844,0.0004342,0.1421,0.01916,-2.858,0.2641,0.245,0.01914,7.905,24.941,197.1586,array_X4_32x16_tr1_v0.85_t25_20260718_024519,87.5889,284.7475
16nm,hp,TT,0,0.85,25,32,32,4,1.0,32,1,0.2766,0.5289,0.277,0.369,0.3551,0.369,0.0008733,0.1421,0.01916,-2.858,0.2642,0.2451,0.01914,15.809,24.941,394.2923,array_X4_32x32_tr1_v0.85_t25_20260718_024817,87.5889,481.8812
16nm,hp,TT,0,0.85,25,32,64,4,1.0,64,1,0.5535,1.058,0.5542,0.7383,0.7104,0.7384,0.001746,0.142,0.01916,-2.858,0.2642,0.2451,0.01914,31.617,24.941,788.5596,array_X4_32x64_tr1_v0.85_t25_20260718_025129,87.5889,876.1485
16nm,hp,TT,0,0.85,25,64,4,8,1.0,4,1,0.06372,0.1061,0.06324,0.07778,0.0727,0.0759,0.0002092,0.2301,0.0341,-2.77,0.2377,0.2203,0.0174,1.977,47.981,94.8584,array_X8_64x4_tr1_v0.85_t25_20260718_025526,318.7538,413.6122
16nm,hp,TT,0,0.85,25,64,8,8,1.0,8,1,0.1278,0.2128,0.1268,0.1561,0.1458,0.1522,0.0004187,0.2304,0.03415,-2.77,0.238,0.2206,0.01742,3.953,47.981,189.6689,array_X8_64x8_tr1_v0.85_t25_20260718_025941,318.7538,508.4227
16nm,hp,TT,0,0.85,25,64,16,8,0.5,8,1,0.2559,0.3405,0.254,0.3125,0.2919,0.3656,0.0008374,0.2304,0.03415,-2.77,0.2371,0.2197,0.01742,7.905,47.981,379.2898,array_X8_64x16_tr0.5_v0.85_t25_20260718_064613,318.7538,698.0436
16nm,hp,TT,-0.1,0.75,25,64,16,8,1.0,16,1,0.1987,0.325,0.1973,0.2348,0.2265,0.2315,0.0006543,0.2588,0.0381,-2.741,0.2547,0.2355,0.01919,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.75_t25_20260718_050404,318.7538,698.0436
16nm,hp,TT,-0.1,0.75,55,64,16,8,1.0,16,1,0.2218,0.3448,0.2213,0.2558,0.2496,0.251,0.002686,0.2496,0.03581,-2.75,0.2544,0.2359,0.0185,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.75_t55_20260718_085634,318.7538,698.0436
16nm,hp,TT,-0.1,0.75,85,64,16,8,1.0,16,1,0.2945,0.4009,0.2951,0.3126,0.3245,0.3064,0.009112,0.2386,0.03114,-2.761,0.2553,0.2374,0.01785,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.75_t85_20260718_051756,318.7538,698.0436
16nm,hp,TT,-0.15,0.7,25,64,16,8,1.0,16,1,0.1729,0.2803,0.1718,0.2013,0.1965,0.1995,0.0005714,0.2794,0.04081,-2.721,0.2667,0.2464,0.02027,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.7_t25_20260718_093420,318.7538,698.0436
16nm,hp,TT,-0.15,0.7,85,64,16,8,1.0,16,1,0.2581,0.3471,0.2584,0.2692,0.2836,0.2653,0.008087,0.2542,0.03298,-2.746,0.2641,0.2451,0.01899,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.7_t85_20260718_093813,318.7538,698.0436
16nm,hp,TT,0,0.85,25,64,16,8,1.0,16,1,0.2559,0.4262,0.254,0.3126,0.2919,0.3048,0.0008374,0.2304,0.03415,-2.77,0.238,0.2205,0.01743,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.85_t25_20260718_030242,318.7538,698.0436
16nm,hp,TT,0,0.85,55,64,16,8,1.0,16,1,0.2843,0.4519,0.2845,0.3406,0.3213,0.3301,0.003383,0.2243,0.03229,-2.776,0.239,0.2223,0.01673,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.85_t55_20260718_090108,318.7538,698.0436
16nm,hp,TT,0,0.85,85,64,16,8,1.0,16,1,0.3751,0.5226,0.3773,0.4137,0.4162,0.4001,0.01139,0.2164,0.02835,-2.784,0.2411,0.2249,0.01612,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.85_t85_20260718_052235,318.7538,698.0436
16nm,hp,TT,-0.05,0.8,25,64,16,8,1.0,16,1,0.2262,0.3735,0.2248,0.2719,0.258,0.2666,0.0007376,0.243,0.03593,-2.757,0.2448,0.2266,0.01824,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.8_t25_20260718_050854,318.7538,698.0436
16nm,hp,TT,-0.05,0.8,85,64,16,8,1.0,16,1,0.3335,0.4593,0.3347,0.3608,0.3689,0.3513,0.01021,0.2264,0.02962,-2.774,0.2468,0.2299,0.0169,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.8_t85_20260718_051912,318.7538,698.0436
16nm,hp,TT,0.1,0.95,25,64,16,8,1.0,16,1,0.3194,0.5441,0.319,0.406,0.366,0.3909,0.001052,0.2119,0.03142,-2.788,0.2261,0.21,0.0161,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.95_t25_20260718_051408,318.7538,698.0436
16nm,hp,TT,0.1,0.95,55,64,16,8,1.0,16,1,0.3559,0.5772,0.358,0.4437,0.4029,0.4234,0.004249,0.2075,0.02981,-2.793,0.2295,0.2141,0.0154,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.95_t55_20260718_090557,318.7538,698.0436
16nm,hp,TT,0.1,0.95,85,64,16,8,1.0,16,1,0.4697,0.6676,0.4761,0.5388,0.5238,0.5129,0.01433,0.2016,0.02632,-2.798,0.2316,0.2168,0.0148,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.95_t85_20260718_052719,318.7538,698.0436
16nm,hp,TT,0.05,0.9,25,64,16,8,1.0,16,1,0.2871,0.483,0.2853,0.3574,0.3279,0.3464,0.0009432,0.2203,0.03267,-2.78,0.231,0.2143,0.01674,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.9_t25_20260718_051259,318.7538,698.0436
16nm,hp,TT,0.05,0.9,85,64,16,8,1.0,16,1,0.4192,0.5912,0.4237,0.472,0.4666,0.453,0.01268,0.2083,0.02726,-2.792,0.2354,0.22,0.01539,7.905,47.981,379.2898,array_X8_64x16_tr1_v0.9_t85_20260718_052341,318.7538,698.0436
16nm,hp,TT,0.15,1,25,64,16,8,1.0,16,1,0.356,0.611,0.3566,0.4608,0.4073,0.4404,0.001308,0.2049,0.03034,-2.795,0.2223,0.2068,0.01553,7.905,47.981,379.2898,array_X8_64x16_tr1_v1_t25_20260718_093858,318.7538,698.0436
16nm,hp,TT,0.15,1,85,64,16,8,1.0,16,1,0.583,0.8112,0.5925,0.6737,0.6445,0.6395,0.0224,0.1958,0.02549,-2.804,0.228,0.2137,0.01428,7.905,47.981,379.2898,array_X8_64x16_tr1_v1_t85_20260718_094303,318.7538,698.0436
16nm,hp,TT,0,0.85,25,64,32,8,1.0,32,1,0.5123,0.853,0.5085,0.6256,0.5841,0.6101,0.001675,0.2302,0.03411,-2.77,0.2376,0.2202,0.01744,15.809,47.981,758.5316,array_X8_64x32_tr1_v0.85_t25_20260718_030715,318.7538,1077.2854
16nm,hp,TT,0,0.85,25,64,64,8,1.0,64,1,1.023,1.707,1.017,1.253,1.169,1.221,0.00334,0.2304,0.03416,-2.77,0.2389,0.2216,0.01736,31.617,47.981,1517.0153,array_X8_64x64_tr1_v0.85_t25_20260718_031127,318.7538,1835.7691
16nm,hp,TT,0,0.85,25,128,4,16,1.0,4,1,0.1218,0.1877,0.1208,0.1418,0.1308,0.1364,0.000415,0.4008,0.06411,-2.599,0.2268,0.2101,0.01661,1.977,94.061,185.9586,array_X16_128x4_tr1_v0.85_t25_20260718_031851,1183.445,1369.4036
16nm,hp,TT,0,0.85,25,128,8,16,1.0,8,1,0.2442,0.3763,0.2422,0.2844,0.2622,0.2736,0.00083,0.4008,0.06412,-2.599,0.2266,0.21,0.01664,3.953,94.061,371.8231,array_X16_128x8_tr1_v0.85_t25_20260718_032132,1183.445,1555.2681
16nm,hp,TT,0,0.85,25,128,16,16,1.0,16,1,0.4891,0.7537,0.4851,0.5698,0.5252,0.5478,0.001662,0.4004,0.06404,-2.6,0.2252,0.2086,0.01666,7.905,94.061,743.5522,array_X16_128x16_tr1_v0.85_t25_20260718_032631,1183.445,1926.9972
16nm,hp,TT,0,0.85,25,128,32,16,1.0,32,1,0.9809,1.508,0.9715,1.141,1.051,1.097,0.003316,0.4008,0.06413,-2.599,0.2264,0.2098,0.01664,15.809,94.061,1487.0103,array_X16_128x32_tr1_v0.85_t25_20260718_033239,1183.445,2670.4553
16nm,hp,TT,-0.1,0.75,25,128,64,16,1.0,64,1,1.517,2.318,1.501,1.723,1.518,1.683,0.005168,0.4496,0.07236,-2.55,0.2424,0.2242,0.01823,31.617,94.061,2973.9266,array_X16_128x64_tr1_v0.75_t25_20260718_072238,1183.445,4157.3716
16nm,hp,TT,-0.1,0.75,85,128,64,16,1.0,64,1,2.173,2.991,2.157,2.431,2.174,2.353,0.07234,0.4169,0.06765,-2.583,0.2433,0.2263,0.017,31.617,94.061,2973.9266,array_X16_128x64_tr1_v0.75_t85_20260718_074311,1183.445,4157.3716
16nm,hp,TT,0,0.85,25,128,64,16,1.0,64,1,1.95,3.029,1.931,2.295,1.95,2.206,0.006633,0.4012,0.06492,-2.599,0.226,0.2094,0.0166,31.617,94.061,2973.9266,array_X16_128x64_tr1_v0.85_t25_20260718_034219,1183.445,4157.3716
16nm,hp,TT,0,0.85,85,128,64,16,1.0,64,1,2.769,3.88,2.761,3.206,2.769,3.051,0.09044,0.3787,0.06138,-2.621,0.2295,0.2141,0.01542,31.617,94.061,2973.9266,array_X16_128x64_tr1_v0.85_t85_20260718_073618,1183.445,4157.3716
