rtl_name	arch_params	node	status	crit_path_ns	slack_ns	crit_in2reg_ns	crit_reg2reg_ns	crit_reg2out_ns	crit_in2out_ns	message
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.16	-0.87	0.04	1.16	0.46		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.38	-0.10	0.02	0.38	0.05		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=7	20	ok	1.70	-1.43	0.05	1.7	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.52	-0.24	0.02	0.52	0.05		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	1.63	-1.37	0.05	1.63	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=1;sfu_op_hyp=1;sfu_op_erf=1;sfu_op_relu=1;pipeline_stages=10	20	ok	1.22	-0.95	0.05	1.22	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.02	-0.75	0.04	1.02	0.12		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.59	-0.31	0.02	0.59	0.06		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	1.44	-1.19	0.05	1.44	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.51	-0.23	0.02	0.51	0.24		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.39	-0.11	0.02	0.39	0.05		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.55	-0.27	0.02	0.55	0.24		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.50	-0.22	0.02	0.5	0.05		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.45	-0.17	0.02	0.45	0.06		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.54	-0.26	0.02	0.54	0.26		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.40	-0.12	0.02	0.4	0.05		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.58	-0.30	0.02	0.58	0.06		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	0.82	-0.56	0.04	0.82	0.12		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	0.65	-0.37	0.02	0.65	0.29		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.02	-0.75	0.04	1.02	0.12		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.16	-0.90	0.05	1.16	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.38	-0.10	0.02	0.38	0.05		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	1.45	-1.19	0.05	1.45	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.45	-0.17	0.02	0.45	0.06		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.10	-0.84	0.04	1.1	0.12		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	1.67	-1.40	0.05	1.67	0.17		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	0.80	-0.54	0.04	0.8	0.12		
fpsfu	exp_bits=8;mantissa_bits=7;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.14	-0.88	0.05	1.14	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.74	-0.46	0.02	0.74	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.64	-0.36	0.02	0.64	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.75	-0.47	0.02	0.75	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.50	-0.22	0.02	0.5	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.63	-0.35	0.02	0.63	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	0.90	-0.62	0.02	0.9	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.34	-1.07	0.04	1.34	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.78	-0.50	0.02	0.78	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.60	-0.32	0.02	0.6	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	1.92	-1.65	0.05	1.92	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.05	-0.78	0.04	1.05	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.52	-1.26	0.05	1.52	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.53	-1.27	0.04	1.53	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.73	-0.45	0.02	0.73	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.75	-0.47	0.02	0.75	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.16	-1.90	0.05	2.16	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	0.90	-0.62	0.02	0.9	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.52	-1.26	0.04	1.52	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.15	-1.89	0.05	2.15	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.63	-0.35	0.02	0.63	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.82	-0.53	0.02	0.82	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.63	-0.35	0.02	0.63	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.49	-0.21	0.02	0.49	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.79	-0.50	0.02	0.79	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.79	-0.51	0.02	0.79	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.32	-1.06	0.04	1.32	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.60	-0.32	0.02	0.6	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	1.93	-1.66	0.05	1.93	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.07	-0.80	0.04	1.07	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	0.94	-0.66	0.02	0.94	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.70	-0.42	0.02	0.7	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.69	-0.41	0.02	0.69	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.84	-0.56	0.02	0.84	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=1;sfu_op_trig=0;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.51	-1.24	0.05	1.51	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.31	-2.06	0.05	2.31	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.30	-1.04	0.04	1.3	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.63	-1.36	0.04	1.63	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	1.83	-1.57	0.05	1.83	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.70	-0.41	0.02	0.7	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.50	-0.22	0.02	0.5	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.78	-0.49	0.02	0.78	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.70	-0.41	0.02	0.7	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.80	-0.52	0.02	0.8	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.59	-0.31	0.02	0.59	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.02	-0.75	0.04	1.02	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.46	-1.20	0.05	1.46	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.81	-0.53	0.02	0.81	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.49	-0.21	0.02	0.49	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	0.93	-0.65	0.02	0.93	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	2.04	-1.79	0.05	2.04	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.61	-1.34	0.04	1.61	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.58	-0.29	0.02	0.58	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.02	-0.75	0.04	1.02	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.36	-2.07	0.05	2.36	0.66		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.42	-1.15	0.04	1.42	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=1;sfu_op_hyp=0;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.45	-1.19	0.05	1.45	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.84	-0.55	0.02	0.84	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.70	-0.42	0.02	0.7	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.86	-0.58	0.02	0.86	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	7	ok	0.70	-0.42	0.02	0.7	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	7	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.76	-1.49	0.04	1.76	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	1.04	-0.75	0.02	1.04	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	10	ok	0.84	-0.56	0.02	0.84	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	10	ok	0.58	-0.30	0.02	0.58	0.06		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	16	ok	1.48	-1.20	0.04	1.48	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	7	ok	0.87	-0.58	0.02	0.87	0.26		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	20	ok	2.06	-1.80	0.05	2.06	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.45	-2.16	0.05	2.45	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	5	ok	0.86	-0.58	0.02	0.86	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	16	ok	1.01	-0.75	0.04	1.01	0.12		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=64;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	20	ok	1.42	-1.16	0.05	1.42	0.17		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	10	ok	1.06	-0.78	0.02	1.06	0.29		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=7	5	ok	0.71	-0.43	0.02	0.71	0.24		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	16	ok	1.77	-1.48	0.04	1.77	0.46		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=10	5	ok	0.48	-0.20	0.02	0.48	0.05		
fpsfu	exp_bits=8;mantissa_bits=23;sfu_segments=128;sfu_op_exp=0;sfu_op_trig=0;sfu_op_hyp=1;sfu_op_erf=0;sfu_op_relu=0;pipeline_stages=4	20	ok	2.51	-2.23	0.05	2.51	0.66		
