rtl_name	arch_params	node	status	crit_path_ns	slack_ns	crit_in2reg_ns	crit_reg2reg_ns	crit_reg2out_ns	crit_in2out_ns	message
intadd	a_width=48;b_width=48;out_width=48;pipeline_stages=5	20	ok	0.56	-0.30	0.05	0.56	0.17		
intadd	a_width=48;b_width=48;out_width=56;pipeline_stages=3	16	ok	0.46	-0.19	0.04	0.46	0.12		
intadd	a_width=48;b_width=48;out_width=56;pipeline_stages=2	20	ok	0.74	-0.47	0.05	0.74	0.17		
intadd	a_width=48;b_width=48;out_width=56;pipeline_stages=2	16	ok	0.52	-0.23	0.04	0.52	0.46		
intadd	a_width=48;b_width=48;out_width=56;pipeline_stages=5	16	ok	0.40	-0.13	0.04	0.4	0.12		
intadd	a_width=48;b_width=48;out_width=56;pipeline_stages=3	20	ok	0.65	-0.38	0.05	0.65	0.17		
intadd	a_width=48;b_width=48;out_width=56;pipeline_stages=5	20	ok	0.56	-0.30	0.05	0.56	0.17		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=3	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=5	5	ok	0.26	0.02	0.02	0.26	0.05		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=2	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=2	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=5	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=3	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=2	10	ok	0.30	-0.02	0.02	0.3	0.29		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=2	7	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=2	7	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=5	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=3	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=2	10	ok	0.30	-0.02	0.02	0.3	0.06		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=2	16	ok	0.55	-0.27	0.04	0.55	0.46		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=3	20	ok	0.67	-0.40	0.05	0.67	0.17		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=2	20	ok	0.73	-0.47	0.05	0.73	0.17		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=3	16	ok	0.47	-0.20	0.04	0.47	0.12		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=5	16	ok	0.42	-0.15	0.04	0.42	0.12		
intadd	a_width=64;b_width=64;out_width=64;pipeline_stages=5	20	ok	0.60	-0.33	0.05	0.6	0.17		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=2	16	ok	0.54	-0.28	0.04	0.54	0.12		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=2	20	ok	0.78	-0.52	0.05	0.78	0.17		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=3	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=5	5	ok	0.26	0.02	0.02	0.26	0.05		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=3	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=2	5	ok	0.28	0.00	0.02	0.28	0.24		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=5	7	ok	0.26	0.02	0.02	0.26	0.05		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=3	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=5	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=3	7	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=3	10	ok	0.28	0.00	0.02	0.28	0.29		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=2	7	ok	0.28	0.00	0.02	0.28	0.26		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=2	10	ok	0.34	-0.05	0.02	0.34	0.06		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=3	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=5	20	ok	0.62	-0.36	0.05	0.62	0.17		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=5	16	ok	0.43	-0.17	0.04	0.43	0.12		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=3	16	ok	0.48	-0.22	0.04	0.48	0.12		
intadd	a_width=64;b_width=64;out_width=72;pipeline_stages=3	20	ok	0.69	-0.43	0.05	0.69	0.17		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=2	16	ok	0.57	-0.30	0.04	0.57	0.46		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=2	20	ok	0.83	-0.56	0.05	0.83	0.66		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=3	16	ok	0.51	-0.24	0.04	0.51	0.12		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=3	20	ok	0.77	-0.51	0.05	0.77	0.17		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=5	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=5	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=2	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=3	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=5	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=5	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=2	7	ok	0.29	0.00	0.02	0.29	0.26		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=3	7	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=5	10	ok	0.28	0.00	0.02	0.28	0.29		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=2	10	ok	0.33	-0.04	0.02	0.33	0.06		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=3	10	ok	0.29	-0.01	0.02	0.29	0.06		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=5	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=5	20	ok	0.66	-0.39	0.05	0.66	0.17		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=2	16	ok	0.56	-0.30	0.04	0.56	0.46		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=2	20	ok	0.83	-0.56	0.05	0.83	0.66		
intadd	a_width=96;b_width=96;out_width=96;pipeline_stages=5	16	ok	0.46	-0.19	0.04	0.46	0.12		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=3	16	ok	0.51	-0.24	0.04	0.51	0.12		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=3	20	ok	0.73	-0.47	0.05	0.73	0.17		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=5	20	ok	0.66	-0.39	0.05	0.66	0.17		
intadd	a_width=96;b_width=96;out_width=104;pipeline_stages=5	16	ok	0.46	-0.19	0.04	0.46	0.12		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=2	5	ok	0.29	-0.01	0.02	0.29	0.24		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=2	7	ok	0.29	-0.01	0.02	0.29	0.26		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=3	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=5	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=5	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=3	7	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=2	5	ok	0.29	0.00	0.02	0.29	0.24		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=2	7	ok	0.29	-0.01	0.02	0.29	0.06		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=2	10	ok	0.34	-0.06	0.02	0.34	0.29		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=5	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=3	10	ok	0.31	-0.02	0.02	0.31	0.29		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=2	10	ok	0.34	-0.06	0.02	0.34	0.29		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=2	20	ok	0.85	-0.59	0.05	0.85	0.66		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=3	16	ok	0.54	-0.27	0.04	0.54	0.12		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=5	16	ok	0.47	-0.21	0.04	0.47	0.12		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=2	16	ok	0.62	-0.33	0.04	0.62	0.46		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=3	20	ok	0.77	-0.51	0.05	0.77	0.17		
intadd	a_width=128;b_width=128;out_width=128;pipeline_stages=5	20	ok	0.69	-0.43	0.05	0.69	0.17		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=2	20	ok	0.84	-0.58	0.05	0.84	0.66		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=3	5	ok	0.28	0.00	0.02	0.28	0.05		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=2	5	ok	0.26	0.02	0.08	0.26	0.2		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=2	7	ok	0.26	0.02	0.08	0.26	0.19		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=5	5	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=3	7	ok	0.28	0.00	0.02	0.28	0.26		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=3	5	ok	0.24	0.04	0.06	0.24	0.19		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=5	7	ok	0.28	0.00	0.02	0.28	0.05		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=2	16	ok	0.59	-0.32	0.04	0.59	0.46		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=3	7	ok	0.24	0.05	0.06	0.24	0.19		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=2	10	ok	0.28	0.00	0.09	0.28	0.3		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=5	10	ok	0.28	0.00	0.02	0.28	0.06		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=3	10	ok	0.32	-0.04	0.02	0.32	0.29		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=3	10	ok	0.28	0.00	0.07	0.28	0.26		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=2	16	ok	0.49	-0.22	0.16	0.49	0.34		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=2	20	ok	0.71	-0.44	0.23	0.71	0.49		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=3	20	ok	0.61	-0.35	0.22	0.61	0.44		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=5	16	ok	0.49	-0.22	0.04	0.49	0.12		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=5	20	ok	0.72	-0.46	0.05	0.72	0.17		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=3	20	ok	0.80	-0.52	0.05	0.8	0.66		
intadd	a_width=128;b_width=128;out_width=136;pipeline_stages=3	16	ok	0.57	-0.30	0.04	0.57	0.46		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=5	5	ok	0.21	0.07	0.06	0.21	0.19		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=5	7	ok	0.21	0.07	0.06	0.21	0.19		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=2	5	ok	0.31	-0.03	0.1	0.31	0.31		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=3	5	ok	0.30	-0.02	0.1	0.3	0.31		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=5	7	ok	0.27	0.01	0.08	0.27	0.26		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=2	7	ok	0.32	-0.03	0.1	0.32	0.26		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=3	16	ok	0.42	-0.16	0.16	0.42	0.3		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=5	10	ok	0.27	0.01	0.07	0.27	0.26		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=5	5	ok	0.27	0.01	0.09	0.27	0.25		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=3	7	ok	0.29	-0.01	0.1	0.29	0.29		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=2	10	ok	0.38	-0.10	0.12	0.38	0.36		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=3	10	ok	0.35	-0.06	0.12	0.35	0.36		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=5	10	ok	0.28	0.00	0.1	0.28	0.22		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=5	16	ok	0.30	-0.03	0.13	0.3	0.3		
intmul	a_width=4;b_width=4;out_width=8;pipeline_stages=5	20	ok	0.41	-0.15	0.23	0.41	0.42		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=2	20	ok	1.04	-0.77	0.22	1.04	0.89		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=2	16	ok	0.66	-0.39	0.18	0.66	0.59		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=3	20	ok	0.89	-0.63	0.22	0.89	0.52		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=5	20	ok	0.70	-0.44	0.22	0.7	0.47		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=3	16	ok	0.58	-0.31	0.18	0.58	0.34		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=2	5	ok	0.37	-0.09	0.13	0.37	0.31		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=3	5	ok	0.35	-0.06	0.13	0.35	0.31		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=5	7	ok	0.28	0.00	0.13	0.28	0.26		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=5	5	ok	0.28	0.00	0.13	0.28	0.27		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=2	7	ok	0.38	-0.10	0.13	0.38	0.32		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=3	7	ok	0.36	-0.08	0.13	0.36	0.32		
intmul	a_width=6;b_width=6;out_width=12;pipeline_stages=5	16	ok	0.47	-0.21	0.18	0.47	0.37		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=2	5	ok	0.47	-0.19	0.3	0.47	0.3		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=2	10	ok	0.46	-0.18	0.23	0.46	0.36		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=2	7	ok	0.47	-0.19	0.3	0.47	0.32		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=3	10	ok	0.42	-0.14	0.23	0.42	0.36		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=5	10	ok	0.31	-0.02	0.23	0.31	0.25		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=2	16	ok	0.82	-0.55	0.37	0.82	0.64		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=2	10	ok	0.55	-0.26	0.36	0.55	0.36		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=2	20	ok	1.14	-0.88	0.54	1.14	0.89		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=3	20	ok	1.11	-0.85	0.53	1.11	0.84		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=3	16	ok	0.71	-0.44	0.37	0.71	0.38		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=5	16	ok	0.52	-0.25	0.21	0.52	0.54		
intmul	a_width=8;b_width=8;out_width=16;pipeline_stages=5	20	ok	0.74	-0.48	0.33	0.74	0.52		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=2	20	ok	1.36	-1.10	0.84	1.36	0.91		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=3	5	ok	0.43	-0.15	0.3	0.43	0.33		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=5	5	ok	0.33	-0.05	0.23	0.33	0.31		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=5	7	ok	0.34	-0.06	0.22	0.34	0.34		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=3	7	ok	0.44	-0.16	0.3	0.44	0.34		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=2	5	ok	0.50	-0.22	0.22	0.5	0.33		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=2	7	ok	0.51	-0.23	0.21	0.51	0.35		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=2	16	ok	0.96	-0.70	0.59	0.96	0.65		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=3	10	ok	0.54	-0.25	0.36	0.54	0.4		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=3	5	ok	0.49	-0.21	0.22	0.49	0.31		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=5	10	ok	0.41	-0.13	0.2	0.41	0.4		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=3	7	ok	0.49	-0.21	0.21	0.49	0.32		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=2	10	ok	0.63	-0.35	0.49	0.63	0.4		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=3	16	ok	0.90	-0.63	0.59	0.9	0.65		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=3	20	ok	1.32	-1.06	0.84	1.32	0.84		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=3	10	ok	0.58	-0.30	0.21	0.58	0.36		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=5	20	ok	1.02	-0.75	0.33	1.02	0.61		
intmul	a_width=12;b_width=12;out_width=24;pipeline_stages=5	16	ok	0.68	-0.41	0.26	0.68	0.4		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=2	20	ok	1.54	-1.28	1.15	1.54	0.84		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=2	16	ok	1.08	-0.81	0.81	1.08	0.59		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=3	20	ok	1.44	-1.18	1.17	1.44	0.91		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=5	5	ok	0.41	-0.13	0.22	0.41	0.33		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=5	7	ok	0.40	-0.11	0.21	0.4	0.32		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=2	5	ok	0.57	-0.29	0.22	0.57	0.33		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=3	16	ok	1.02	-0.76	0.27	1.02	0.65		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=2	7	ok	0.58	-0.30	0.2	0.58	0.35		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=5	10	ok	0.49	-0.21	0.21	0.49	0.36		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=3	5	ok	0.55	-0.27	0.22	0.55	0.31		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=3	7	ok	0.57	-0.29	0.2	0.57	0.32		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=5	5	ok	0.47	-0.19	0.22	0.47	0.31		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=5	7	ok	0.48	-0.20	0.2	0.48	0.32		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=2	10	ok	0.71	-0.42	0.22	0.71	0.41		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=3	10	ok	0.69	-0.40	0.22	0.69	0.41		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=5	16	ok	0.83	-0.56	0.27	0.83	0.59		
intmul	a_width=16;b_width=16;out_width=32;pipeline_stages=5	20	ok	1.19	-0.93	0.43	1.19	0.91		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=2	20	ok	1.77	-1.50	0.51	1.77	0.93		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=5	10	ok	0.58	-0.30	0.22	0.58	0.36		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=2	16	ok	1.21	-0.94	0.34	1.21	0.65		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=3	20	ok	1.69	-1.43	0.49	1.69	0.83		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=3	16	ok	1.14	-0.87	0.34	1.14	0.67		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=5	20	ok	1.43	-1.15	0.41	1.43	0.94		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=2	5	ok	0.62	-0.34	0.23	0.62	0.35		
intmul	a_width=24;b_width=24;out_width=48;pipeline_stages=5	16	ok	1.00	-0.72	0.34	1	0.67		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=2	7	ok	0.62	-0.34	0.21	0.62	0.36		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=3	5	ok	0.60	-0.32	0.23	0.6	0.35		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=3	7	ok	0.62	-0.34	0.21	0.62	0.32		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=2	10	ok	0.77	-0.49	0.23	0.77	0.41		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=5	5	ok	0.54	-0.26	0.23	0.54	0.31		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=3	10	ok	0.75	-0.46	0.23	0.75	0.41		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=5	10	ok	0.66	-0.38	0.23	0.66	0.43		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=5	7	ok	0.55	-0.27	0.21	0.55	0.32		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=2	5	ok	0.71	-0.42	0.24	0.71	0.34		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=2	16	ok	1.31	-1.05	0.32	1.31	0.67		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=2	20	ok	1.90	-1.62	0.46	1.9	0.94		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=2	7	ok	0.72	-0.44	0.23	0.72	0.32		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=3	20	ok	1.79	-1.52	0.51	1.79	0.94		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=3	16	ok	1.27	-1.00	0.33	1.27	0.67		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=5	20	ok	1.65	-1.37	0.49	1.65	0.99		
intmul	a_width=32;b_width=32;out_width=64;pipeline_stages=5	16	ok	1.10	-0.83	0.33	1.1	0.7		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=2	10	ok	0.86	-0.58	0.23	0.86	0.43		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=3	5	ok	0.68	-0.40	0.27	0.68	0.36		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=2	20	ok	2.13	-1.86	0.58	2.13	0.91		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=3	7	ok	0.68	-0.39	0.23	0.68	0.37		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=2	16	ok	1.49	-1.22	0.38	1.49	0.65		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=5	5	ok	0.61	-0.33	0.25	0.61	0.32		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=5	7	ok	0.62	-0.33	0.23	0.62	0.35		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=3	10	ok	0.83	-0.55	0.24	0.83	0.43		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=3	16	ok	1.42	-1.15	0.36	1.42	0.69		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=2	5	ok	0.77	-0.49	0.27	0.77	0.36		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=3	20	ok	1.98	-1.71	0.57	1.98	0.97		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=5	10	ok	0.72	-0.43	0.25	0.72	0.4		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=5	16	ok	1.29	-1.02	0.37	1.29	0.65		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=3	5	ok	0.72	-0.44	0.25	0.72	0.38		
intmul	a_width=48;b_width=48;out_width=96;pipeline_stages=5	20	ok	1.82	-1.55	0.55	1.82	0.83		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=2	7	ok	0.76	-0.48	0.23	0.76	0.37		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=3	7	ok	0.73	-0.44	0.23	0.73	0.39		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=2	10	ok	0.94	-0.66	0.25	0.94	0.4		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=2	5	ok	0.29	-0.01	0.13	0.29	0.31		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=2	7	ok	0.31	-0.02	0.13	0.31	0.32		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=2	20	ok	2.32	-2.06	0.63	2.32	0.97		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=5	5	ok	0.25	0.03	0.12	0.25	0.25		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=3	10	ok	0.89	-0.60	0.25	0.89	0.42		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=2	10	ok	0.39	-0.10	0.23	0.39	0.39		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=2	16	ok	1.60	-1.33	0.37	1.6	0.69		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=2	16	ok	0.63	-0.36	0.37	0.63	0.59		
intmul	a_width=16;b_width=4;out_width=20;pipeline_stages=2	5	ok	0.35	-0.07	0.22	0.35	0.33		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=3	20	ok	2.18	-1.91	0.59	2.18	0.96		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=5	7	ok	0.25	0.03	0.12	0.25	0.26		
intmul	a_width=8;b_width=4;out_width=12;pipeline_stages=2	20	ok	0.94	-0.67	0.53	0.94	0.51		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=3	16	ok	1.53	-1.26	0.4	1.53	0.68		
intmul	a_width=64;b_width=64;out_width=128;pipeline_stages=5	5	ok	0.65	-0.36	0.25	0.65	0.34		
intmul	a_width=16;b_width=4;out_width=20;pipeline_stages=2	7	ok	0.33	-0.05	0.21	0.33	0.32		
